    µm         	nm
4.911937e+000	2.680000e+000
4.931507e+000	9.165600e+000
4.951076e+000	1.415040e+001
4.970646e+000	1.066640e+001
4.990215e+000	1.039840e+001
5.009785e+000	1.388240e+001
5.029354e+000	1.699120e+001
5.048923e+000	2.068960e+001
5.068493e+000	2.749680e+001
5.088063e+000	3.210640e+001
5.107632e+000	3.457200e+001
5.127201e+000	3.135600e+001
5.146771e+000	3.467920e+001
5.166341e+000	4.229040e+001
5.185910e+000	4.373760e+001
5.205479e+000	4.459520e+001
5.225049e+000	4.593520e+001
5.244618e+000	4.700720e+001
5.264188e+000	4.700720e+001
5.283757e+000	4.695360e+001
5.303327e+000	4.636400e+001
5.322896e+000	4.346960e+001
5.342466e+000	4.229040e+001
5.362035e+000	4.288000e+001
5.381605e+000	4.095040e+001
5.401174e+000	3.977120e+001
5.420743e+000	3.907440e+001
5.440313e+000	3.843120e+001
5.459883e+000	3.805600e+001
5.479452e+000	3.725200e+001
5.499021e+000	3.687680e+001
5.518591e+000	3.569760e+001
5.538161e+000	3.435760e+001
5.557730e+000	3.301760e+001
5.577299e+000	3.124880e+001
5.596869e+000	2.937280e+001
5.616438e+000	2.690720e+001
5.636008e+000	2.465600e+001
5.655577e+000	2.358400e+001
5.675147e+000	2.792560e+001
5.694716e+000	2.787200e+001
5.714286e+000	2.937280e+001
5.733855e+000	2.948000e+001
5.753424e+000	2.990880e+001
5.772994e+000	2.910480e+001
5.792564e+000	2.696080e+001
5.812133e+000	2.395920e+001
5.831702e+000	2.412000e+001
5.851272e+000	2.342320e+001
5.870842e+000	2.513840e+001
5.890411e+000	2.690720e+001
5.909980e+000	2.733600e+001
5.929550e+000	2.835440e+001
5.949119e+000	2.905120e+001
5.968689e+000	2.894400e+001
5.988258e+000	2.889040e+001
6.007828e+000	2.851520e+001
6.027397e+000	2.765760e+001
6.046967e+000	2.765760e+001
6.066536e+000	2.771120e+001
6.086106e+000	3.012320e+001
6.105675e+000	2.712160e+001
6.125244e+000	2.706800e+001
6.144814e+000	2.519200e+001
6.164384e+000	2.503120e+001
6.183953e+000	2.503120e+001
6.203522e+000	2.428080e+001
6.223092e+000	2.213680e+001
6.242662e+000	2.160080e+001
6.262231e+000	2.240480e+001
6.281800e+000	2.251200e+001
6.301370e+000	2.261920e+001
6.320939e+000	2.304800e+001
6.340509e+000	2.299440e+001
6.360078e+000	2.369120e+001
6.379648e+000	2.519200e+001
6.399217e+000	2.562080e+001
6.418787e+000	2.626400e+001
6.438356e+000	2.594240e+001
6.457925e+000	2.422720e+001
6.477495e+000	2.320880e+001
6.497065e+000	2.294080e+001
6.516634e+000	2.315520e+001
6.536203e+000	2.320880e+001
6.555773e+000	2.331600e+001
6.575342e+000	2.379840e+001
6.594912e+000	2.122560e+001
6.614481e+000	1.752720e+001
6.634051e+000	1.361440e+001
6.653620e+000	7.396800e+000
6.673190e+000	2.144000e-001
6.692759e+000	-7.021600e+000
6.712329e+000	-1.425760e+001
6.731898e+000	-2.133280e+001
6.751467e+000	-2.830080e+001
6.771037e+000	-3.505440e+001
6.790607e+000	-4.180800e+001
6.810176e+000	-4.840080e+001
6.829745e+000	-5.483280e+001
6.849315e+000	-6.099680e+001
6.868885e+000	-6.694640e+001
6.888454e+000	-7.241360e+001
6.908023e+000	-7.729120e+001
6.927593e+000	-8.082880e+001
6.947163e+000	-8.249039e+001
6.966732e+000	-8.168639e+001
6.986301e+000	-8.131120e+001
7.005871e+000	-8.157919e+001
7.025440e+000	-8.174000e+001
7.045010e+000	-8.152560e+001
7.064579e+000	-8.131120e+001
7.084149e+000	-8.125760e+001
7.103718e+000	-8.136480e+001
7.123288e+000	-7.889920e+001
7.142857e+000	-7.804159e+001
7.162426e+000	-7.713039e+001
7.181996e+000	-7.664800e+001
7.201565e+000	-7.943520e+001
7.221135e+000	-8.098959e+001
7.240704e+000	-8.163280e+001
7.260274e+000	-8.163280e+001
7.279843e+000	-8.131120e+001
7.299413e+000	-8.109679e+001
7.318982e+000	-8.157919e+001
7.338552e+000	-8.029279e+001
7.358121e+000	-7.905999e+001
7.377691e+000	-7.922080e+001
7.397260e+000	-7.895279e+001
7.416830e+000	-7.900640e+001
7.436399e+000	-7.675520e+001
7.455968e+000	-7.825599e+001
7.475538e+000	-7.879200e+001
7.495108e+000	-7.964960e+001
7.514677e+000	-7.954240e+001
7.534246e+000	-7.959600e+001
7.553816e+000	-7.782720e+001
7.573386e+000	-7.809520e+001
7.592955e+000	-8.056080e+001
7.612524e+000	-8.141840e+001
7.632094e+000	-7.043040e+001
7.651664e+000	-5.981759e+001
7.671233e+000	-5.027680e+001
7.690803e+000	-3.977120e+001
7.710371e+000	-3.006960e+001
7.729941e+000	-2.288720e+001
7.749511e+000	-1.929600e+001
7.769080e+000	-1.613360e+001
7.788650e+000	-1.340000e+001
7.808219e+000	-1.157760e+001
7.827789e+000	-8.254400e+000
7.847358e+000	-6.003200e+000
7.866927e+000	-5.896000e+000
7.886497e+000	-3.859200e+000
7.906066e+000	-1.661600e+000
7.925636e+000	-1.232800e+000
7.945206e+000	5.360000e-002
7.964775e+000	3.323200e+000
7.984344e+000	5.092000e+000
8.003914e+000	7.986400e+000
8.023483e+000	1.356080e+001
8.043053e+000	1.543680e+001
8.062622e+000	1.602640e+001
8.082192e+000	1.661600e+001
8.101762e+000	1.758080e+001
8.121330e+000	1.854560e+001
8.140900e+000	1.961760e+001
8.160469e+000	2.031440e+001
8.180039e+000	2.101120e+001
8.199609e+000	2.170800e+001
8.219178e+000	2.186880e+001
8.238748e+000	2.170800e+001
8.258316e+000	2.202960e+001
8.277886e+000	2.197600e+001
8.297456e+000	2.224400e+001
8.317025e+000	2.213680e+001
8.336595e+000	2.160080e+001
8.356164e+000	2.219040e+001
8.375734e+000	2.320880e+001
8.395304e+000	2.395920e+001
8.414872e+000	2.508480e+001
8.434442e+000	2.438800e+001
8.454012e+000	2.508480e+001
8.473581e+000	2.074320e+001
8.493151e+000	1.972480e+001
8.512720e+000	1.977840e+001
8.532290e+000	2.020720e+001
8.551859e+000	2.026080e+001
8.571428e+000	2.015360e+001
8.590998e+000	2.042160e+001
8.610567e+000	2.052880e+001
8.630137e+000	2.090400e+001
8.649707e+000	2.090400e+001
8.669276e+000	2.101120e+001
8.688845e+000	2.245840e+001
8.708414e+000	2.165440e+001
8.727984e+000	2.095760e+001
8.747554e+000	2.101120e+001
8.767123e+000	2.331600e+001
8.786693e+000	2.160080e+001
8.806262e+000	2.154720e+001
8.825831e+000	2.320880e+001
8.845401e+000	2.326240e+001
8.864970e+000	2.358400e+001
8.884540e+000	2.390560e+001
8.904110e+000	2.374480e+001
8.923679e+000	2.395920e+001
8.943249e+000	2.390560e+001
8.962817e+000	2.540640e+001
8.982387e+000	2.658560e+001
9.001957e+000	2.562080e+001
9.021526e+000	2.647840e+001
9.041096e+000	2.320880e+001
9.060665e+000	2.047520e+001
9.080235e+000	1.961760e+001
9.099805e+000	2.042160e+001
9.119373e+000	2.058240e+001
9.138943e+000	2.068960e+001
9.158513e+000	2.106480e+001
9.178082e+000	2.085040e+001
9.197652e+000	2.117200e+001
9.217221e+000	2.138640e+001
9.236791e+000	2.111840e+001
9.256360e+000	2.026080e+001
9.275929e+000	2.106480e+001
9.295499e+000	2.229760e+001
9.315068e+000	2.320880e+001
9.334638e+000	2.202960e+001
9.354208e+000	2.149360e+001
9.373777e+000	2.020720e+001
9.393346e+000	1.790240e+001
9.412915e+000	1.763440e+001
9.432485e+000	1.822400e+001
9.452055e+000	1.881360e+001
9.471624e+000	1.913520e+001
9.491194e+000	1.918880e+001
9.510763e+000	1.795600e+001
9.530332e+000	1.817040e+001
9.549902e+000	1.838480e+001
9.569471e+000	1.892080e+001
9.589041e+000	1.934960e+001
9.608611e+000	1.929600e+001
9.628180e+000	1.833120e+001
9.647750e+000	1.790240e+001
9.667318e+000	1.736640e+001
9.686888e+000	1.409680e+001
9.706458e+000	1.055920e+001
9.726027e+000	7.932799e+000
9.745597e+000	6.807200e+000
9.765166e+000	6.807200e+000
9.784736e+000	4.073600e+000
9.804306e+000	1.929600e+000
9.823874e+000	-1.608000e+000
9.843444e+000	-4.716800e+000
9.863013e+000	-8.308000e+000
9.882583e+000	-1.286400e+001
9.902153e+000	-1.666960e+001
9.921722e+000	-2.186880e+001
9.941292e+000	-2.755040e+001
9.960861e+000	-3.157040e+001
9.980430e+000	-3.462560e+001
1.000000e+001	-3.821680e+001
